,nospace,hate_speech,offensive_language,count_words,total_rating,hate_out_tot,offense_out_tot,count_perc,log_count,pos_log
657,nuke,0,0,0,0,,,0.0,-inf,inf
658,nymph,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
659,oral,0,0,0,0,,,0.0,-inf,inf
660,orga,0,0,0,0,,,0.0,-inf,inf
661,orgasim,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
662,orgies,1,70,22,71,0.014084507042253521,0.9859154929577465,0.0019729172271545155,-6.228242005607046,6.228242005607046
663,osama,0,0,0,0,,,0.0,-inf,inf
664,pansies,12,27,14,39,0.3076923076923077,0.6923076923076923,0.0012554927809165098,-6.680227129350103,6.680227129350103
665,pansy,8,25,12,33,0.24242424242424243,0.7575757575757576,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
666,panti,13,122,44,135,0.0962962962962963,0.9037037037037037,0.003945834454309031,-5.535094825047101,5.535094825047101
667,payo,0,0,0,0,,,0.0,-inf,inf
668,peck,0,0,0,0,,,0.0,-inf,inf
669,pecker,0,0,0,0,,,0.0,-inf,inf
670,pee,0,0,0,0,,,0.0,-inf,inf
671,peehole,0,0,0,0,,,0.0,-inf,inf
673,pendy,0,14,4,14,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
674,peni5,0,0,0,0,,,0.0,-inf,inf
675,penile,0,0,0,0,,,0.0,-inf,inf
676,penises,0,0,0,0,,,0.0,-inf,inf
677,period,0,0,0,0,,,0.0,-inf,inf
678,perv,0,0,0,0,,,0.0,-inf,inf
679,phuk,0,0,0,0,,,0.0,-inf,inf
680,phuked,0,0,0,0,,,0.0,-inf,inf
681,phuking,0,0,0,0,,,0.0,-inf,inf
682,phukked,0,0,0,0,,,0.0,-inf,inf
683,phungky,7,87,32,94,0.07446808510638298,0.925531914893617,0.0028696977849520223,-5.853548556165635,5.853548556165635
684,phuq,0,0,0,0,,,0.0,-inf,inf
685,pi55,0,0,0,0,,,0.0,-inf,inf
686,piker,0,0,0,0,,,0.0,-inf,inf
687,piky,19,142,52,161,0.11801242236024845,0.8819875776397516,0.004663258900547036,-5.368040740383934,5.368040740383934
688,pimp,7,50,19,57,0.12280701754385964,0.8771929824561403,0.0017038830598152632,-6.374845479798921,6.374845479798921
689,pimped,0,0,0,0,,,0.0,-inf,inf
690,pimper,0,11,4,11,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
691,pindick,1,20,7,21,0.047619047619047616,0.9523809523809523,0.0006277463904582549,-7.373374309910049,7.373374309910049
692,piss,0,0,0,0,,,0.0,-inf,inf
693,pissed,1,17,6,18,0.05555555555555555,0.9444444444444444,0.0005380683346785041,-7.527524989737307,7.527524989737307
694,pisser,0,0,0,0,,,0.0,-inf,inf
695,pisses,0,0,0,0,,,0.0,-inf,inf
696,pissin,0,0,0,0,,,0.0,-inf,inf
697,pissoff,0,0,0,0,,,0.0,-inf,inf
698,pistol,0,0,0,0,,,0.0,-inf,inf
699,pixie,0,0,0,0,,,0.0,-inf,inf
700,pixy,3,13,6,16,0.1875,0.8125,0.0005380683346785041,-7.527524989737307,7.527524989737307
701,pocha,0,0,0,0,,,0.0,-inf,inf
702,pocho,0,0,0,0,,,0.0,-inf,inf
703,pohm,29,154,60,183,0.15846994535519127,0.8415300546448088,0.0053806833467850415,-5.224939896743261,5.224939896743261
704,polack,3,13,6,16,0.1875,0.8125,0.0005380683346785041,-7.527524989737307,7.527524989737307
705,pom,0,0,0,0,,,0.0,-inf,inf
706,pommie,0,0,0,0,,,0.0,-inf,inf
707,pommy,0,0,0,0,,,0.0,-inf,inf
708,poo,32,256,92,288,0.1111111111111111,0.8888888888888888,0.008250381131737063,-4.797495881916322,4.797495881916322
709,poop,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
710,pooper,6,83,29,89,0.06741573033707865,0.9325842696629213,0.00260066361761277,-5.951988628978888,5.951988628978888
711,pooping,1,4,2,5,0.2,0.8,0.0001793561115595014,-8.626137278405416,8.626137278405416
712,popimp,2,36,13,38,0.05263157894736842,0.9473684210526315,0.001165814725136759,-6.754335101503825,6.754335101503825
713,pot,0,0,0,0,,,0.0,-inf,inf
714,poverty,0,0,0,0,,,0.0,-inf,inf
715,pric,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
716,prick,0,0,0,0,,,0.0,-inf,inf
717,pros,1,23,6,24,0.041666666666666664,0.9583333333333334,0.0005380683346785041,-7.527524989737307,7.527524989737307
718,pu55i,0,0,0,0,,,0.0,-inf,inf
719,pu55y,1,20,5,21,0.047619047619047616,0.9523809523809523,0.0004483902788987535,-7.709846546531262,7.709846546531262
720,pube,0,0,0,0,,,0.0,-inf,inf
721,pubic,0,15,4,15,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
722,pud,0,0,0,0,,,0.0,-inf,inf
723,pudboy,385,6477,2164,6862,0.05610609151850773,0.9438939084814922,0.1940633127073805,-1.6395708189989897,1.6395708189989897
724,pudd,24,281,98,305,0.07868852459016394,0.921311475409836,0.008788449466415568,-4.73431698029479,4.73431698029479
725,puddboy,24,281,98,305,0.07868852459016394,0.921311475409836,0.008788449466415568,-4.73431698029479,4.73431698029479
726,puke,0,0,0,0,,,0.0,-inf,inf
727,puntang,0,0,0,0,,,0.0,-inf,inf
728,puss,118,142,86,260,0.45384615384615384,0.5461538461538461,0.00771231279705856,-4.864937162711854,4.864937162711854
729,pussie,0,0,0,0,,,0.0,-inf,inf
730,pussies,0,0,0,0,,,0.0,-inf,inf
731,pusy,1,8,3,9,0.1111111111111111,0.8888888888888888,0.0002690341673392521,-8.220672170297252,8.220672170297252
732,quashie,5,6,4,11,0.45454545454545453,0.5454545454545454,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
733,queer,65,69,44,134,0.48507462686567165,0.5149253731343284,0.003945834454309031,-5.535094825047101,5.535094825047101
734,quickie,7,1,2,8,0.875,0.125,0.0001793561115595014,-8.626137278405416,8.626137278405416
735,ra8s,0,29,10,29,0.0,1.0,0.000896780557797507,-7.016699365971316,7.016699365971316
736,rabbi,8,28,12,36,0.2222222222222222,0.7777777777777778,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
737,racial,2,0,1,2,1.0,0.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
738,racist,0,0,0,0,,,0.0,-inf,inf
739,radical,63,149,75,212,0.2971698113207547,0.7028301886792453,0.006725854183481302,-5.001796345429051,5.001796345429051
740,randy,0,0,0,0,,,0.0,-inf,inf
741,raped,0,0,0,0,,,0.0,-inf,inf
742,raper,0,0,0,0,,,0.0,-inf,inf
743,rearend,3,9,4,12,0.25,0.75,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
744,redneck,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
745,reefer,0,0,0,0,,,0.0,-inf,inf
746,reestie,265,846,380,1111,0.23852385238523852,0.7614761476147615,0.034077661196305266,-3.3791132062449303,3.3791132062449303
747,refugee,0,0,0,0,,,0.0,-inf,inf
748,reject,1,17,6,18,0.05555555555555555,0.9444444444444444,0.0005380683346785041,-7.527524989737307,7.527524989737307
749,remains,7,40,15,47,0.14893617021276595,0.851063829787234,0.0013451708366962604,-6.611234257863152,6.611234257863152
750,rere,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
751,retard,6,28,12,34,0.17647058823529413,0.8235294117647058,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
752,ribbed,0,0,0,0,,,0.0,-inf,inf
753,rigger,0,0,0,0,,,0.0,-inf,inf
754,roach,0,0,0,0,,,0.0,-inf,inf
755,robber,0,0,0,0,,,0.0,-inf,inf
756,rump,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
757,russki,4,8,4,12,0.3333333333333333,0.6666666666666666,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
758,russkie,0,0,0,0,,,0.0,-inf,inf
759,sadis,1,10,4,11,0.09090909090909091,0.9090909090909091,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
760,sadom,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
761,sandm,9,17,9,26,0.34615384615384615,0.6538461538461539,0.0008071025020177562,-7.122059881629142,7.122059881629142
762,satan,0,0,0,0,,,0.0,-inf,inf
763,scag,3,0,1,3,1.0,0.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
764,screw,0,0,0,0,,,0.0,-inf,inf
765,scrotum,0,0,0,0,,,0.0,-inf,inf
766,scum,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
767,seppo,0,0,0,0,,,0.0,-inf,inf
768,servant,0,0,0,0,,,0.0,-inf,inf
769,sexed,0,0,0,0,,,0.0,-inf,inf
770,sexfarm,0,0,0,0,,,0.0,-inf,inf
771,sexing,2,10,4,12,0.16666666666666666,0.8333333333333334,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
772,sexpot,0,0,0,0,,,0.0,-inf,inf
773,sextogo,0,11,4,11,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
774,sextoy,2,55,18,57,0.03508771929824561,0.9649122807017544,0.0016142050040355124,-6.428912701069197,6.428912701069197
775,sextoys,0,0,0,0,,,0.0,-inf,inf
776,shag,0,0,0,0,,,0.0,-inf,inf
777,shaggin,0,0,0,0,,,0.0,-inf,inf
778,shat,0,0,0,0,,,0.0,-inf,inf
779,shav,1,4,2,5,0.2,0.8,0.0001793561115595014,-8.626137278405416,8.626137278405416
780,sheeney,0,0,0,0,,,0.0,-inf,inf
781,shhit,0,0,0,0,,,0.0,-inf,inf
782,shinola,0,0,0,0,,,0.0,-inf,inf
783,shitcan,0,0,0,0,,,0.0,-inf,inf
784,shite,12,34,12,46,0.2608695652173913,0.7391304347826086,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
785,shited,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
786,shitfit,0,0,0,0,,,0.0,-inf,inf
787,shiting,24,153,55,177,0.13559322033898305,0.864406779661017,0.0049322930678862885,-5.311951273732891,5.311951273732891
788,shitola,34,141,56,175,0.19428571428571428,0.8057142857142857,0.005021971123666039,-5.293932768230213,5.293932768230213
789,shits,3,9,4,12,0.25,0.75,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
790,shitted,4,25,8,29,0.13793103448275862,0.8620689655172413,0.0007174244462380056,-7.239842917285526,7.239842917285526
791,shitter,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
792,shoot,0,0,0,0,,,0.0,-inf,inf
793,sick,0,0,0,0,,,0.0,-inf,inf
794,sissy,6,3,3,9,0.6666666666666666,0.3333333333333333,0.0002690341673392521,-8.220672170297252,8.220672170297252
795,skank,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
796,skanky,16,18,12,34,0.47058823529411764,0.5294117647058824,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
797,skum,16,18,12,34,0.47058823529411764,0.5294117647058824,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
798,skumbag,0,0,0,0,,,0.0,-inf,inf
799,slant,0,0,0,0,,,0.0,-inf,inf
800,slapper,0,0,0,0,,,0.0,-inf,inf
801,slav,3,48,13,51,0.058823529411764705,0.9411764705882353,0.001165814725136759,-6.754335101503825,6.754335101503825
802,slave,5,31,11,36,0.1388888888888889,0.8611111111111112,0.0009864586135772577,-6.921389186166992,6.921389186166992
803,slime,5,25,9,30,0.16666666666666666,0.8333333333333334,0.0008071025020177562,-7.122059881629142,7.122059881629142
804,slopey,16,117,44,133,0.12030075187969924,0.8796992481203008,0.003945834454309031,-5.535094825047101,5.535094825047101
805,slopy,0,0,0,0,,,0.0,-inf,inf
806,sluts,2,7,3,9,0.2222222222222222,0.7777777777777778,0.0002690341673392521,-8.220672170297252,8.220672170297252
807,slutt,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
808,slutty,0,38,12,38,0.0,1.0,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
809,smack,0,0,0,0,,,0.0,-inf,inf
810,snigger,0,0,0,0,,,0.0,-inf,inf
811,sniper,1,40,14,41,0.024390243902439025,0.975609756097561,0.0012554927809165098,-6.680227129350103,6.680227129350103
812,snot,0,0,0,0,,,0.0,-inf,inf
813,sob,1,12,5,13,0.07692307692307693,0.9230769230769231,0.0004483902788987535,-7.709846546531262,7.709846546531262
814,sodom,2,4,2,6,0.3333333333333333,0.6666666666666666,0.0001793561115595014,-8.626137278405416,8.626137278405416
815,sooty,0,0,0,0,,,0.0,-inf,inf
816,sos,0,0,0,0,,,0.0,-inf,inf
817,soviet,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
818,spank,11,59,24,70,0.15714285714285714,0.8428571428571429,0.0021522733387140166,-6.141230628617416,6.141230628617416
819,sperm,0,0,0,0,,,0.0,-inf,inf
820,spick,0,0,0,0,,,0.0,-inf,inf
821,spig,0,0,0,0,,,0.0,-inf,inf
822,spik,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
823,spit,0,0,0,0,,,0.0,-inf,inf
824,spitter,0,18,6,18,0.0,1.0,0.0005380683346785041,-7.527524989737307,7.527524989737307
825,spunky,123,537,206,660,0.18636363636363637,0.8136363636363636,0.01847367949062864,-3.991408290175781,3.991408290175781
826,squaw,8,19,9,27,0.2962962962962963,0.7037037037037037,0.0008071025020177562,-7.122059881629142,7.122059881629142
827,stagg,0,0,0,0,,,0.0,-inf,inf
828,stiffy,0,0,0,0,,,0.0,-inf,inf
829,stroke,2,8,3,10,0.2,0.8,0.0002690341673392521,-8.220672170297252,8.220672170297252
830,stupid,3,21,5,24,0.125,0.875,0.0004483902788987535,-7.709846546531262,7.709846546531262
831,sucker,0,0,0,0,,,0.0,-inf,inf
832,suckme,0,0,0,0,,,0.0,-inf,inf
833,suckoff,0,8,3,8,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
834,suicide,0,12,3,12,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
835,swallow,2,9,4,11,0.18181818181818182,0.8181818181818182,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
836,swalow,0,0,0,0,,,0.0,-inf,inf
837,taboo,0,0,0,0,,,0.0,-inf,inf
838,taff,278,908,404,1186,0.23440134907251264,0.7655986509274874,0.036229934535019284,-3.317869581004212,3.317869581004212
839,tampon,0,0,0,0,,,0.0,-inf,inf
840,tang,10,8,7,18,0.5555555555555556,0.4444444444444444,0.0006277463904582549,-7.373374309910049,7.373374309910049
841,tantra,0,0,0,0,,,0.0,-inf,inf
842,tarbaby,0,0,0,0,,,0.0,-inf,inf
843,tard,0,0,0,0,,,0.0,-inf,inf
844,teat,0,0,0,0,,,0.0,-inf,inf
845,terror,7,79,26,86,0.08139534883720931,0.9186046511627907,0.002331629450273518,-6.06118792094388,6.06118792094388
846,teste,0,0,0,0,,,0.0,-inf,inf
847,tinkle,6,15,5,21,0.2857142857142857,0.7142857142857143,0.0004483902788987535,-7.709846546531262,7.709846546531262
848,titfuck,6,57,21,63,0.09523809523809523,0.9047619047619048,0.0018832391713747645,-6.274762021241939,6.274762021241939
849,titjob,2,7,3,9,0.2222222222222222,0.7777777777777778,0.0002690341673392521,-8.220672170297252,8.220672170297252
850,tittie,2,7,3,9,0.2222222222222222,0.7777777777777778,0.0002690341673392521,-8.220672170297252,8.220672170297252
851,tnt,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
852,toilet,2,9,4,11,0.18181818181818182,0.8181818181818182,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
853,tongue,0,0,0,0,,,0.0,-inf,inf
854,tortur,1,3,1,4,0.25,0.75,8.96780557797507e-05,-9.319284458965361,9.319284458965361
855,torture,0,0,0,0,,,0.0,-inf,inf
856,tramp,6,53,20,59,0.1016949152542373,0.8983050847457628,0.001793561115595014,-6.323552185411371,6.323552185411371
857,trannie,0,0,0,0,,,0.0,-inf,inf
858,triplex,1249,7860,2846,9109,0.13711713689757382,0.8628828631024261,0.2552237467491705,-1.3656146803155642,1.3656146803155642
859,trojan,23,343,119,366,0.06284153005464481,0.9371584699453552,0.010671688637790333,-4.540160965853833,4.540160965853833
860,trots,0,0,0,0,,,0.0,-inf,inf
861,turd,0,0,0,0,,,0.0,-inf,inf
862,turnon,0,0,0,0,,,0.0,-inf,inf
863,uck,0,0,0,0,,,0.0,-inf,inf
864,uk,0,0,0,0,,,0.0,-inf,inf
865,urinary,1,5,2,6,0.16666666666666666,0.8333333333333334,0.0001793561115595014,-8.626137278405416,8.626137278405416
866,urinate,0,0,0,0,,,0.0,-inf,inf
867,urine,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
868,usama,5,48,18,53,0.09433962264150944,0.9056603773584906,0.0016142050040355124,-6.428912701069197,6.428912701069197
869,uterus,3,5,3,8,0.375,0.625,0.0002690341673392521,-8.220672170297252,8.220672170297252
870,vaginal,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
871,vatican,0,0,0,0,,,0.0,-inf,inf
872,vibr,0,0,0,0,,,0.0,-inf,inf
873,virgin,0,0,0,0,,,0.0,-inf,inf
874,vomit,3,9,4,12,0.25,0.75,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
875,wab,0,9,1,9,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
876,wanker,0,0,0,0,,,0.0,-inf,inf
877,wanking,0,0,0,0,,,0.0,-inf,inf
878,waysted,6,9,5,15,0.4,0.6,0.0004483902788987535,-7.709846546531262,7.709846546531262
879,weapon,34,17,16,51,0.6666666666666666,0.3333333333333333,0.0014348488924760111,-6.546695736725581,6.546695736725581
880,weenie,0,0,0,0,,,0.0,-inf,inf
881,weewee,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
882,welcher,0,0,0,0,,,0.0,-inf,inf
883,welfare,5,10,5,15,0.3333333333333333,0.6666666666666666,0.0004483902788987535,-7.709846546531262,7.709846546531262
884,wetb,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
885,wetspot,413,632,350,1045,0.3952153110047847,0.6047846889952153,0.031387319522912745,-3.4613513044819024,3.4613513044819024
886,whacker,11,12,8,23,0.4782608695652174,0.5217391304347826,0.0007174244462380056,-7.239842917285526,7.239842917285526
887,whash,45,21,20,66,0.6818181818181818,0.3181818181818182,0.001793561115595014,-6.323552185411371,6.323552185411371
888,whigger,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
889,whiskey,2,7,3,9,0.2222222222222222,0.7777777777777778,0.0002690341673392521,-8.220672170297252,8.220672170297252
890,whit,10,25,13,35,0.2857142857142857,0.7142857142857143,0.001165814725136759,-6.754335101503825,6.754335101503825
891,whites,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
892,whitey,4,20,8,24,0.16666666666666666,0.8333333333333334,0.0007174244462380056,-7.239842917285526,7.239842917285526
893,whiz,220,2028,715,2248,0.09786476868327403,0.902135231316726,0.06411980988252175,-2.747001916271354,2.747001916271354
894,whop,0,0,0,0,,,0.0,-inf,inf
895,wigger,7,43,16,50,0.14,0.86,0.0014348488924760111,-6.546695736725581,6.546695736725581
896,willie,18,242,80,260,0.06923076923076923,0.9307692307692308,0.007174244462380056,-4.93725782429148,4.93725782429148
897,willy,0,20,5,20,0.0,1.0,0.0004483902788987535,-7.709846546531262,7.709846546531262
898,wn,0,0,0,0,,,0.0,-inf,inf
899,wog,0,14,5,14,0.0,1.0,0.0004483902788987535,-7.709846546531262,7.709846546531262
901,wop,0,0,0,0,,,0.0,-inf,inf
902,wtf,0,0,0,0,,,0.0,-inf,inf
903,wuss,0,0,0,0,,,0.0,-inf,inf
904,wuzzie,0,0,0,0,,,0.0,-inf,inf
905,xtc,0,0,0,0,,,0.0,-inf,inf
906,yankee,0,0,0,0,,,0.0,-inf,inf
907,zigabo,0,0,0,0,,,0.0,-inf,inf
909,0rgasms,0,0,0,0,,,0.0,-inf,inf
910,4r5e,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
911,4r5ed,0,0,0,0,,,0.0,-inf,inf
912,4r5es,0,0,0,0,,,0.0,-inf,inf
913,4skin,0,0,0,0,,,0.0,-inf,inf
914,5h17,0,0,0,0,,,0.0,-inf,inf
915,5h1t,0,0,0,0,,,0.0,-inf,inf
916,5kank,0,0,0,0,,,0.0,-inf,inf
918,abbie,0,0,0,0,,,0.0,-inf,inf
919,abeed,0,0,0,0,,,0.0,-inf,inf
920,aboe,0,0,0,0,,,0.0,-inf,inf
921,ar5e,0,0,0,0,,,0.0,-inf,inf
922,ashole,15,117,41,132,0.11363636363636363,0.8863636363636364,0.0036768002869697787,-5.605712392261054,5.605712392261054
923,assface,0,0,0,0,,,0.0,-inf,inf
924,assfck,0,0,0,0,,,0.0,-inf,inf
925,assfk,0,0,0,0,,,0.0,-inf,inf
926,assfker,0,0,0,0,,,0.0,-inf,inf
927,assfkr,0,0,0,0,,,0.0,-inf,inf
928,assfook,0,0,0,0,,,0.0,-inf,inf
929,asshol3,0,0,0,0,,,0.0,-inf,inf
930,azz,0,0,0,0,,,0.0,-inf,inf
931,azzhole,0,0,0,0,,,0.0,-inf,inf
932,b00bz,0,0,0,0,,,0.0,-inf,inf
933,b0llock,0,0,0,0,,,0.0,-inf,inf
935,b17ch,0,0,0,0,,,0.0,-inf,inf
936,b1otch,0,0,0,0,,,0.0,-inf,inf
937,b1otchs,0,0,0,0,,,0.0,-inf,inf
938,b1tch,0,0,0,0,,,0.0,-inf,inf
939,b1tch35,0,0,0,0,,,0.0,-inf,inf
940,b1tch3s,0,0,0,0,,,0.0,-inf,inf
941,b1tches,0,0,0,0,,,0.0,-inf,inf
942,b1tchez,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
943,b1tchin,2,1,1,3,0.6666666666666666,0.3333333333333333,8.96780557797507e-05,-9.319284458965361,9.319284458965361
944,b1tchs,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
945,b1tchy,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
946,ballbag,0,0,0,0,,,0.0,-inf,inf
947,basterd,0,5,2,5,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
948,bastid,0,0,0,0,,,0.0,-inf,inf
949,basturd,0,0,0,0,,,0.0,-inf,inf
950,bater,0,0,0,0,,,0.0,-inf,inf
951,bates,0,0,0,0,,,0.0,-inf,inf
952,batshit,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
953,bbc,1,2,1,3,0.3333333333333333,0.6666666666666666,8.96780557797507e-05,-9.319284458965361,9.319284458965361
954,beeotch,0,0,0,0,,,0.0,-inf,inf
955,bellend,0,6,2,6,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
956,bender,0,9,3,9,0.0,1.0,0.0002690341673392521,-8.220672170297252,8.220672170297252
957,bewbs,0,0,0,0,,,0.0,-inf,inf
958,beyoch,5,46,18,51,0.09803921568627451,0.9019607843137255,0.0016142050040355124,-6.428912701069197,6.428912701069197
959,beyotch,0,0,0,0,,,0.0,-inf,inf
962,biches,0,5,2,5,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
963,biotch,16,120,42,136,0.11764705882352941,0.8823529411764706,0.003766478342749529,-5.581614840681993,5.581614840681993
964,bishes,0,0,0,0,,,0.0,-inf,inf
965,bitch3s,0,0,0,0,,,0.0,-inf,inf
966,bitched,0,0,0,0,,,0.0,-inf,inf
967,bitchs,0,0,0,0,,,0.0,-inf,inf
968,bizzach,0,0,0,0,,,0.0,-inf,inf
969,BJ,0,0,0,0,,,0.0,-inf,inf
970,blacky,0,0,0,0,,,0.0,-inf,inf
971,boll0ck,0,0,0,0,,,0.0,-inf,inf
972,bollox,0,0,0,0,,,0.0,-inf,inf
973,breasts,0,0,0,0,,,0.0,-inf,inf
974,bullshi,0,0,0,0,,,0.0,-inf,inf
975,bumhole,0,0,0,0,,,0.0,-inf,inf
976,bwc,0,0,0,0,,,0.0,-inf,inf
980,c00n,0,0,0,0,,,0.0,-inf,inf
981,c00nies,3,23,8,26,0.11538461538461539,0.8846153846153846,0.0007174244462380056,-7.239842917285526,7.239842917285526
982,c0ck,0,0,0,0,,,0.0,-inf,inf
983,c0cks,0,0,0,0,,,0.0,-inf,inf
984,c0x,0,0,0,0,,,0.0,-inf,inf
985,c0xux0r,0,0,0,0,,,0.0,-inf,inf
986,caaak,0,0,0,0,,,0.0,-inf,inf
987,caca,0,0,0,0,,,0.0,-inf,inf
988,cack,0,0,0,0,,,0.0,-inf,inf
989,cagone,0,0,0,0,,,0.0,-inf,inf
990,cajones,0,14,4,14,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
991,cawk,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
992,cawks,0,6,1,6,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
993,ch1nk,0,0,0,0,,,0.0,-inf,inf
994,chocha,9,66,24,75,0.12,0.88,0.0021522733387140166,-6.141230628617416,6.141230628617416
995,cholo,0,4,2,4,0.0,1.0,0.0001793561115595014,-8.626137278405416,8.626137278405416
996,cockboy,0,0,0,0,,,0.0,-inf,inf
997,cockhed,0,15,4,15,0.0,1.0,0.0003587122231190028,-7.9329900978454715,7.9329900978454715
998,cocksuk,0,0,0,0,,,0.0,-inf,inf
999,cocsuck,0,0,0,0,,,0.0,-inf,inf
1000,coon1es,0,0,0,0,,,0.0,-inf,inf
1001,cooni3s,0,0,0,0,,,0.0,-inf,inf
1002,coonie,27,123,45,150,0.18,0.82,0.004035512510088781,-5.512621969195042,5.512621969195042
1003,coonies,0,0,0,0,,,0.0,-inf,inf
1004,coot,0,0,0,0,,,0.0,-inf,inf
1005,cooter,0,3,1,3,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
1006,cooties,0,0,0,0,,,0.0,-inf,inf
1007,crotchy,0,0,0,0,,,0.0,-inf,inf
1008,crow,0,0,0,0,,,0.0,-inf,inf
1009,crows,0,0,0,0,,,0.0,-inf,inf
1010,cumball,0,0,0,0,,,0.0,-inf,inf
1011,cums,0,0,0,0,,,0.0,-inf,inf
1012,cumslut,9,36,14,45,0.2,0.8,0.0012554927809165098,-6.680227129350103,6.680227129350103
1013,cumz,0,0,0,0,,,0.0,-inf,inf
1014,cuntbag,0,0,0,0,,,0.0,-inf,inf
1015,cuntits,0,0,0,0,,,0.0,-inf,inf
1016,cunts,0,0,0,0,,,0.0,-inf,inf
1017,cunty,0,0,0,0,,,0.0,-inf,inf
1018,cuntz,0,0,0,0,,,0.0,-inf,inf
1019,cuunt,0,0,0,0,,,0.0,-inf,inf
1024,d1ck,0,2,1,2,0.0,1.0,8.96780557797507e-05,-9.319284458965361,9.319284458965361
1025,d1cks,0,0,0,0,,,0.0,-inf,inf
1026,d1ckz,0,0,0,0,,,0.0,-inf,inf
1027,d1ldo,12,24,12,36,0.3333333333333333,0.6666666666666666,0.0010761366693570083,-6.8343778091773615,6.8343778091773615
